title,address,longitude,latitude,coord_type,number,count,company,houseId
【酒店式豪华装修】苏州街、海淀南路、中关村、人大、理工大学,长远天地,116.306388,39.977419,1,3300.0,1,北京中天置地房地产经纪有限公司,2301399297x
【 全源】立水桥精装开间 临近地铁五号线 随时看房 拎包入住,明天第一城,116.409417,40.046922,1,3300.0,1,北京我爱我家房地产经纪有限公司,2307820688x
【 全源】【零押金房租月付】石榴园南里 新上一居室 超值 业主首租,石榴园南里,116.418167,39.844128,1,3300.0,1,北京我爱我家房地产经纪有限公司,2082249729x
紧急通知 林肯公园全新品牌家电家具 首次出租 楼下地铁站急租,林肯公园,116.491666,39.804424,1,2900.0,1,北京和居房地产经纪有限公司,2206290209x
307医院和九号线七里庄站沿线一居室【东大街6号院】低价出租,东大街6号院,116.298382,39.862883,1,3300.0,1,北京京诚友家房地产经纪有限公司,2326402322x
双桥地铁三分钟水岸双桥一居室 随时看,水岸双桥,116.578965,39.908315,1,3000.0,1,北京日盛置地房地产经纪有限公司,2292358020x
五一学校对面 五棵松地铁 西点百货交通方便,太平路44号院,116.266523,39.898697,1,3200.0,1,爱屋吉屋,2312386279x
地铁房;一分钟到达地铁站;低价一居室;的超值选择,水岸双桥,116.578965,39.908315,1,3100.0,1,,2304404790x
南四环 花乡 郭公庄幸福家园 汉威国际旁 地铁9号线 婚房,郭公庄幸福家园小区,116.309724,39.818322,1,3200.0,1,北京嘉宝信业房地产经纪有限公司,2311409390x
六号线物资学院，朝北8080精装房屋，降价出租，快来吧,朝北8080,116.648114,39.941498,1,2900.0,1,北京恒洋我家房地产经纪有限公司,2302246216x
【 全源】上筑家园精装64平1室，环境，交通，购物都有一定优势,上筑家园,116.464707,39.797141,1,3200.0,1,北京我爱我家房地产经纪有限公司,2308204648x
东晶国际出租一居室2900月  真实照片 拎包入住,东晶国际公寓,116.493675,39.799658,1,2900.0,2,北京和睦房地产经纪有限公司,2302104775x
郁花园三里1室 楼下物美超市 交通便利 拎包入住,郁花园三里,116.333043,39.771327,1,3300.0,1,经纪人,2268802020x
像素稀缺独厨独卫，真实有效，给自己一个私密的空间吧,中弘北京像素,116.615040,39.928041,1,2800.0,1,北京独立经纪人,2300741748x
7号地铁 商业一条街 马连道 茶贸中心公寓 随时拎包入住,茶贸国际中心,116.329574,39.882526,1,3200.0,1,北京康居易房地产经纪有限公司,2297272599x
精装南北通透大一居紧邻地铁10号14号线家电家具齐全拎包入住,周庄嘉园,116.473969,39.866101,1,3300.0,1,北京中天置地房地产经纪有限公司,2300048865x
雍和宫大街北新胡同平房带独卫全新装修紧邻藏经馆小学,北新胡同,116.418367,39.944692,1,3000.0,1,北京中盈置地房地产经纪有限公司,2296768320x
为你而选为你为家 巴克摩界南向开间 全新家具家电 性价比高,巴克摩界,116.641160,39.888010,1,2900.0,1,北京链家房地产经纪有限公司,2328976901x
双桥地铁站东150米【合美国际】【东向全齐家具家电】,滨水动漫城,116.581158,39.908683,1,3100.0,2,北京恒洋我家房地产经纪有限公司,2278762699x
角门 7克拉 地铁10号线 精装全齐 阳光房 随时看房,7克拉,116.385346,39.839382,1,2999.0,1,北京幸福家房地产经纪有限公司,2298903651x
家乐福超市对面 茶贸国际中心 一室一厅 精装修 出租,茶贸国际中心,116.329574,39.882526,1,2800.0,1,,2256090225x
【鑫众地产】西现代城精装修1室 忍痛割爱 低于市场 随时入住,西现代城,116.189745,39.92548,1,3000.0,1,北京鑫众房地产经纪有限公司,2288248645x
总部基地 怡海花园旁边小区恒富花园 城市经典 韩庄子精装一居,韩庄子二里,116.288569,39.837178,1,3000.0,1,北京银昌日盛房地产经纪有限公司,2291834255x
西直门 全网最低 拎包入户 好房急租 金辉家园 海云轩 急租,海云轩,116.358929,39.948641,1,3300.0,1,北京盛世纪房地产经纪有限公司,2293645603x
绿地启航社 大一居3200元出租 包物业取暖可注册可办公,绿地启航社,116.162658,39.754507,1,3200.0,1,北京汇鑫伟业房地产经纪有限公司,2276473798x
【 全源】【0押金月付】 大红门 精装修;真实的照片;随时看房,大红门南里,116.402612,39.834889,1,2800.0,1,北京我爱我家房地产经纪有限公司,2203719242x
【 全源】永泰东里 好房出租;干净整洁;随时入住,永泰东里,116.358817,40.034901,1,3200.0,1,北京我爱我家房地产经纪有限公司,2330424308x
为你而选为你为家 中间楼层 交通方便 精装全齐,周井大院,116.582837,39.912921,1,3000.0,1,北京链家房地产经纪有限公司,2264549955x
珠江四季悦城一居室全齐出租，随时看房,珠江四季,116.583326,39.760086,1,2800.0,1,,2212339972x
马家堡 7克拉 地铁10号线 高端公寓 拎包入住 民水民电,7克拉,116.385346,39.839382,1,3300.0,1,北京幸福家房地产经纪有限公司,2325256778x
整组一居室；八通线传媒大学地铁附近小区出租精装修一居室,北花园小区,116.549693,39.905338,1,3000.0,1,,2311939621x
东坝 坝鑫家园南北向两居室随时看房 精装修 当天入住,坝鑫家园,116.535231,39.970194,1,3000.0,1,北京仁和益家房地产经纪有限公司,2314260350x
小红门鸿博家园全齐一居室出租 随时看房 随时入住,鸿博家园,116.473153,39.829755,1,3100.0,1,北京天圣永邦投资担保有限公司,2285367231x
柏林爱乐附近一居2900 整体橱柜 装有浴霸 包物业取暖,惠康苑,116.584507,39.918493,1,2900.0,1,,2264766438x
出租朝阳区高碑店北花园小区精装一居,北花园小区,116.549693,39.905338,1,3000.0,1,,2314549028x
鸿博家园意大利风格一居便宜出租随时看房,鸿博家园六区,116.475814,39.826753,1,3100.0,1,,2148979644x
【经典公寓】情侣府邸！ 马连道家乐福 可押一付一 商住两用！,世纪茶贸,116.329574,39.882526,1,3000.0,2,北京鼎新顾家房地产经纪有限公司,2329544231x
茶贸中心精装公寓 商住两用房 带注册 临近地铁7号线,茶贸国际中心,116.329574,39.882526,1,3200.0,1,北京康居易房地产经纪有限公司,2327670818x
马连道世纪茶贸中心小区 精装温馨家具家电全齐一居室 拎包入住,世纪茶贸,116.329574,39.882526,1,2800.0,1,北京中世一家房地产有限公司,2305598092x
芍药居新房，独门，独户带独卫！家具家电齐全！可月付！价格便宜,芍药居,116.435914,39.977636,1,2800.0,1,北京世杰佳园房地产经纪有限公司,2322765461x
财富东方 地铁沿线6号线 整洁干净 紧邻东阁雅舍,财富东方,116.651845,39.917447,1,2800.0,1,北京通正家园房地产经纪有限公司,2312632942x
地铁6号线物资学院站北关朝北8080 47㎡开间 低价出租,朝北8080,116.648114,39.941498,1,3200.0,1,北京恒洋我家房地产经纪有限公司,2309321843x
【 全源】地铁6号线 呼家楼 首次出租看好一定要联系！,呼家楼北街,116.465138,39.922707,1,3300.0,1,北京我爱我家房地产经纪有限公司,1465412006x
【紧邻地铁4号线】马家堡西里精装修 家电齐全，拎包入住随时入,马家堡西里,116.374168,39.852835,1,3100.0,1,爱屋吉屋,2296517298x
【店长推荐】华龙美树 稀缺1室 价格迷人 物超所值,华龙美树,116.57977,39.91257,1,3100.0,1,北京恒洋我家房地产经纪有限公司,2311846927x
步行五分钟到传媒大学地铁口八通线精装修一居室随时可以看,花园闸小区,116.548806,39.911285,1,3200.0,1,北京广发房地产经纪有限公司,2299567588x
紧邻地铁 周边配套齐全 宝龙经典一居室,宝龙国际公寓,116.550461,40.095846,1,3000.0,3,北京金色时光房地产经纪有限公司,2312160571x
到地铁5分钟;超低价出租一居室,石榴派,116.420335,39.846359,1,3300.0,1,,2196099022x
【 全源】双桥地铁站 南150米 滨水动漫城 落地飘窗 一居室,滨水动漫城,116.581158,39.908683,1,3200.0,1,北京我爱我家房地产经纪有限公司,2308692470x
大兴 西红门 鸿坤理想城六期 精装全齐1居室3100,鸿坤理想城,116.341916,39.793892,1,3100.0,1,爱屋吉屋,2304878400x
达官营地铁7号线 宣武广安门外荣丰2008 有精装一居室出租,荣丰2008,116.336616,39.894695,1,2900.0,1,北京安信瑞德房地产经纪有限公司,2284171739x
业主便宜出租赵公口小区精装朝南一居室，仅限一家人居住,赵公口小区,116.413031,39.855487,1,3200.0,1,北京中天置家房地产经纪有限公司,2296045078x
红庙西里小庄路口呼家楼新街大院中央电视新址一居【月付款】,红庙西里,116.473041,39.915363,1,2900.0,1,北京天泰置地房地产经纪有限公司,2302336711x
东亚首航正规一居室临近地铁温馨舒适随时看房拎包入住,东亚首航国际,116.598279,40.129149,1,2900.0,1,北京金色时光房地产经纪有限公司,2294330777x
{可月付}个人婚房出租 三环新城 十号线地铁丰台站 精装一居,三环新城8号院,116.308098,39.850593,1,3300.0,1,天博佳业（北京）房地产经纪有限公司,2228131237x
【 全源】龙兴园西 整租一室 低价出租 精装 配套齐全,龙兴园西区,116.297749,40.075811,1,3000.0,1,北京我爱我家房地产经纪有限公司,2273205715x
为你而选为你为家 精装齐全一居丽园C区,丽园C区,116.320278,39.749121,1,3300.0,2,北京链家房地产经纪有限公司,2270600923x
平安里地铁 西四北七条 附近平房 随时看房,西四北七条,116.369647,39.930582,1,3000.0,1,北京畅熠房地产经纪有限公司,2255620046x
精装修复式分租 无遮挡 独立卫浴 随时入住 大飘窗新装修,荣丰2008,116.336616,39.894695,1,3000.0,1,荣丰搜房房产经纪有限公司,2251017603x
【 全源】【零押金】南顶村 精庄一居 地铁十号线 拎包入住,南顶村,116.408469,39.842533,1,3300.0,1,北京我爱我家房地产经纪有限公司,2208027412x
韩庄子二里急租再现51平韩庄子二里,韩庄子二里,116.288569,39.837178,1,3200.0,1,爱屋吉屋,2274416007x
【 全源】西客站 马连道 7.9号线 茶贸国际精装超值一居 可注册,茶贸国际中心,116.329574,39.882526,1,3300.0,1,北京我爱我家房地产经纪有限公司,2292873843x
双桥地铁站，水岸双桥精装1居，温馨舒适，干净整洁，拎包入住,水岸双桥,116.578965,39.908315,1,3000.0,1,北京好来屋房地产经纪有限公司,2208411582x
东亚创展国际新出超值 一居室 临近 地铁站 家电家具齐全,东亚创展国际,116.556135,40.118536,1,3000.0,1,北京金色时光房地产经纪有限公司,2302340130x
西直门 全网最低 全新装修 全新家电 拎包入住 远洋风景,远洋风景,116.360388,39.946446,1,3300.0,1,北京盛世纪房地产经纪有限公司,2299183327x
为你而选为你为家 西直门 索家坟20号院 出租主卧 带独卫,索家坟20号院,116.358916,39.951538,1,3000.0,1,北京链家房地产经纪有限公司,2299019182x
紧邻地铁 南庭新苑北区一居室 家电全齐拎包入住 随时看房,南庭新苑,116.367429,39.803047,1,3100.0,1,北京安佳鼎盛房地产经纪有限公司,2302709919x
欣葆家园 优质房源 正规1居 朝南向 采光好 照片真实 随时,欣葆家园,116.287512,39.803447,1,2988.0,1,爱屋吉屋,2304371115x
地铁边上的开间 没有比这更便宜的价格了,新华联家园北区,116.641027,39.89506,1,2800.0,1,北京链家房地产经纪有限公司,2215360024x
普天大院 精装修 紧邻西直门 积水潭 新街口外大街 二炮医院,新街口外大街15号院,116.370181,39.962912,1,3200.0,1,北京盛世纪房地产经纪有限公司,2188621601x
为你而选为你为家 全朝南 家具家电齐全 拎包入住,摩卡空间,116.659572,39.907357,1,3200.0,1,北京链家房地产经纪有限公司,2296311470x
国展附近精装修一居室在哪？翠竹新村应有尽有 一居 两居 三居,翠竹新村,116.563785,40.055571,1,2900.0,1,北京金色时光房地产经纪有限公司,2322341030x
京旺一居室 赶快下手 下手晚了就剩拍大腿了,京旺家园,116.53109,40.008577,1,3200.0,1,北京市永昌房地产经纪有限公司,2293124510x
南航基地旁宝龙公寓正规一居室 集中供暖 有天然气 近地铁,宝龙国际公寓,116.550461,40.095846,1,3000.0,1,北京金色时光房地产经纪有限公司,2293905767x
康营现在有一居室了 经济实惠 屋内干净温馨 拎包入住,康营家园,116.542489,40.03547,1,3300.0,2,北京蕴实投资管理有限公司,2292887658x
7号线地铁湾子站 苏宁易购 马连道家乐福对面 世纪茶贸中心,世纪茶贸,116.329574,39.882526,1,3000.0,1,北京铭阳嘉业房地产经纪有限公司,2287676292x
定福庄 双桥 八通线 -传媒大学地铁优质精装南向大开间,北花园小区,116.549693,39.905338,1,3100.0,1,,2186582464x
孙河 康营家园 温馨一居室 好房等你来,康营家园,116.542489,40.03547,1,3300.0,1,北京安居恒远房地产经纪有限公司,2189879518x
大兴地铁4号线地铁旁枣园正规大一居南北通透仅租3200,枣园尚城,116.327286,39.755066,1,3200.0,1,爱屋吉屋,2310407051x
为你而选为你为家 华业东方玫瑰 临地铁临河里 精装一居室,华业东方玫瑰,116.685530,39.880905,1,3200.0,1,北京链家房地产经纪有限公司,2306556113x
为你而选为你为家 通州果园苏荷时代精装开间 有情人的家,苏荷时代,116.645052,39.891529,1,3100.0,1,北京链家房地产经纪有限公司,2329923233x
珺悦精装一居 家具家电齐全 拎包入住 临近地铁 随时看房,珺悦国际,116.313378,39.686278,1,3100.0,1,北京金美之家房地产经纪有限公司,2293543392x
地铁口欣葆家园精装修1室56米首次出租，先到先得！,欣葆家园,116.287512,39.803447,1,3300.0,2,爱屋吉屋,2291619997x
学院南路 皂君庙 魏公村 双榆树 农科院院内次卧2800,农科院小区,116.329634,39.958503,1,2800.0,1,爱屋吉屋,2271586449x
【 全源】新华联超值一居 紧邻地铁 信用租房 无押金 可月付,新华联家园北区,116.641027,39.89506,1,2800.0,1,北京我爱我家房地产经纪有限公司,2327313836x
【免物业，取暖费】完全独立单居，随时看房实景图，刚换液晶,荣丰2008,116.336616,39.894695,1,3100.0,1,北京安信瑞德房地产经纪有限公司,2256647622x
紧邻沙河地铁的商住房，可注册，可居住,青年创业大厦,116.292018,40.148972,1,2800.0,1,北京凌林熙房地产经纪有限公司,2037756699x
万柳桥北【万柳园】精装大一居南北通首次出租五小学区房看房方便,万柳园小区,116.335311,39.850589,1,3000.0,1,北京京诚友家房地产经纪有限公司,2306553361x
西大望路 北工大地铁十四号线 京体游泳馆 南新园一居室 干净,南新园,116.477242,39.870464,1,3200.0,1,北京中天置地房地产经纪有限公司,2279730498x
花乡 南四环 天兴家园 地铁 9号线 科技园 诺德中心旁,天兴家园,116.310505,39.823744,1,3300.0,1,北京嘉宝信业房地产经纪有限公司,2308696912x
八通线双桥合美国际大厦精装大开间出租 适合办公,合美国际,116.58145,39.908089,1,3200.0,1,北京日盛置地房地产经纪有限公司,2296831811x
角门 7克拉 地铁10号线 商住两用 民水民电 拎包入住,7克拉,116.385346,39.839382,1,2900.0,1,北京幸福家房地产经纪有限公司,2306246590x
紧邻地铁 周边配套齐 交通便利,北岸1292,116.581485,39.912246,1,2800.0,1,北京恒洋我家房地产经纪有限公司,2304629419x
紧邻10号线7克拉 温馨一居 家电齐全 首次出租随时看房,7克拉,116.385346,39.839382,1,3200.0,1,北京幸福家房地产经纪有限公司,2311446769x
地铁十号线丰台站 精装修 家电齐全 拎包入住 业主直签,三环新城,116.305931,39.851339,1,3000.0,1,北京京诚友家房地产经纪有限公司,2303188036x
【地铁一室一厅】【真实照片】液晶电视温馨公寓大一居,滨水动漫城,116.581158,39.908683,1,3100.0,1,北京恒洋我家房地产经纪有限公司,2249879987x
大红门苗圃西里精装朝南一居室 十号线地铁、大红门早市服装城旁,苗圃西里,116.400024,39.842791,1,3000.0,1,,2286706345x
儿童医院病友福音 老病友转租房 采光好 楼层佳 随时看房,月坛西街东里,116.349557,39.914950,1,3300.0,1,北京手递手房地产经纪有限公司,2245907015x
开发商装修自由筑 loft婚房 全齐,自由筑,116.699301,39.875403,1,3299.0,1,北京利未房地产经纪有限公司,1957998876x
南向 精装全齐一居 采光充足 紧邻14号线 看房方便,程庄北里,116.264465,39.854209,1,3000.0,1,北京佳程美锦房地产经纪有限公司,2230462467x
【超值房源】城乡世纪广场复式楼层 给你一个温馨的家园,城乡世纪广场·莫尔空间,116.532958,39.801299,1,3300.0,1,爱屋吉屋,2213411952x
潘家园地铁10号线精装一居全新家电家具,周庄嘉园三期,116.478872,39.859743,1,3200.0,1,北京世联集金财富管理有限公司,2298684948x
大兴黄村商业中心星城商厦紧邻公寓 办公居住 不代理中介勿扰,大兴火神庙,116.342645,39.731525,1,3100.0,1,,2329927298x
古城现代嘉园 精装一居室 家具家电齐全 紧邻地铁看房方便,古城现代嘉园,116.178806,39.913634,1,2800.0,1,北京东方泰和宏远房地产经纪有限公司,2238521383x
马家堡 7克拉开间 精装全齐 紧邻地铁10号线 随时看房,7克拉,116.385346,39.839382,1,3000.0,1,北京幸福家房地产经纪有限公司,2322513938x
全新装修 首次出租 全齐配置 随时入住 2800/月,鑫苑鑫都汇,116.320423,39.689581,1,2800.0,1,北京中联时代房地产经纪有限公司,2282194632x
九龙山庄 出租精装一居室 包物业取暖 随时看房,九龙山庄三区,116.342063,39.801416,1,3000.0,1,北京顺达行房地产经纪有限公司,2329654511x
邻近管庄地铁站，精装一居，便宜出租，随时看房，拎包入住,瑞祥里,116.614159,39.911980,1,3000.0,1,北京好来屋房地产经纪有限公司,2305527025x
朝阳国贸四惠北花园小区个人出租一居室 随时入住,北花园小区,116.549693,39.905338,1,3300.0,1,,2312332729x
西城区 德胜门 新民胡同 一室一厅 精装修 出租,新民胡同,116.374000,39.960465,1,3200.0,1,,2261428251x
万柳园 精装一居室 家具家电全齐 拎包入住,万柳园,116.335311,39.850589,1,3300.0,1,,2311386572x
小红门一居室出租，临近地铁交通便利，家电家具全齐，拎包入住！,鸿博家园,116.473153,39.829755,1,2900.0,1,北京顺洋房地产经纪有限公司,1963868673x
世纪茶贸中心 温馨南向开间,茶贸国际中心,116.329574,39.882526,1,3300.0,2,北京康居易房地产经纪有限公司,2255922857x
黄村西大街 阳光乐府 高档小区 出租精品一居 随时看,阳光乐府,116.328084,39.732503,1,2800.0,1,爱屋吉屋,2312225359x
紧邻地铁14号线 南新园精装大一居室 面积大 拎包入住,南新园,116.477242,39.870464,1,3000.0,1,北京中天置地房地产经纪有限公司,2272113748x
【 全源】古城路精装修一居 随时看房 押一付一 地铁口,古城路,116.189318,39.915277,1,3000.0,1,北京我爱我家房地产经纪有限公司,2310943216x
新宫地铁附近新发地精装公寓整租一居室拎包入住无,新宫家园翠海明苑南庭,116.367429,39.803047,1,2900.0,1,,2301966891x
马家堡 7克拉 民水民电 地铁沿线 高端公寓 拎包入住,7克拉,116.385346,39.839382,1,2900.0,1,北京幸福家房地产经纪有限公司,2297972295x
出租朝阳区定福庄北花园小区精装一居,北花园小区,116.549693,39.905338,1,3100.0,1,,2305851184x
鸿城房地产 (好房出租) 独立卫生间 厨房家电齐全 紧邻地铁,箭厂胡同,116.411674,39.946433,1,3000.0,1,北京鸿城房地产经纪有限公司交道口分公司,2290944041x
天兴家园精装1居 家电齐全 照片真实 随时看房 领包入住,白盆窑天兴家园,116.310505,39.823744,1,2800.0,1,经纪人,2283275551x
丰台 角门 7克拉 私密空间 高端公寓小区 一站式商超,7克拉,116.385346,39.839382,1,2800.0,1,北京幸福家房地产经纪有限公司,2304887847x
常营地铁6号线常营站 富丽阳光社区精装一居招租,富丽阳光,116.605464,39.926304,1,3000.0,1,,2304390945x
德鑫家园精装修大开间 拎包入住 家电全齐 首次出租,德鑫家园,116.373333,39.817115,1,3000.0,1,北京创辉置地房地产经纪有限公司,2304152424x
地铁10号线 7克拉 温馨一居 首次出租 随时看房,7克拉,116.385346,39.839382,1,2900.0,1,北京幸福家房地产经纪有限公司,2311446979x
宣武门房屋出租 私房 新装修 首次出租 随时看房,宣武门内大街,116.374078,39.903728,1,2900.0,1,,2194027243x
朝阳望京香江北岸 1室1厅 52平米 精装修 押一付一,香江北岸,116.482473,40.032938,1,3300.0,1,,2304084489x
4号线381公交站 低价出租 精装大一居,宏福园,116.340484,39.797205,1,2800.0,1,,2301690825x
最新出炉 坝鑫家园精装一居室直租 经典户型 全天朝阳 随时看,坝鑫家园,116.535231,39.970194,1,2800.0,1,北京达恒运房地产经纪有限公司,2302809768x
为你而选为你为家 南北通透 急租好房 临近地铁4号线,富强东里,116.340317,39.739873,1,2800.0,2,北京链家房地产经纪有限公司,2302419940x
【泥洼路5号院】简单干净一居室、出门就是十号线西局站、拎包住,泥洼路5号院,116.298508,39.864286,1,3300.0,1,北京京诚友家房地产经纪有限公司,2309565872x
潘家园 十里河地铁附近 东盈苑中等装修一居室 家电家具齐,东盈苑,116.467905,39.860914,1,3200.0,1,北京中天置地房地产经纪有限公司,2301030012x
茶贸国际中心朝北向 首次 温馨出租 随时看房 拎包入住,马连道茶贸,116.329574,39.882526,1,3250.0,1,北京康居易房地产经纪有限公司,2225681762x
双桥地铁站东150米【合美国际】【家具家电齐全】,滨水动漫城,116.581158,39.908683,1,3100.0,3,北京恒洋我家房地产经纪有限公司,2297974424x
走路5分钟就到亦庄线小红门地铁站 正规一居全装全配,鸿博家园,116.473153,39.829755,1,2900.0,1,北京顺洋房地产经纪有限公司,2329257188x
通州北苑站附近鼎晟国际南北通透1居家电齐全拎包入住,鼎晟国际,116.649463,39.9066,1,3200.0,1,爱屋吉屋,2293843860x
大瓦窑地铁口北 周围设施齐全 交通便利 随时拎包入住,大瓦窑绿洲家园,116.23524,39.864151,1,3300.0,1,爱屋吉屋,2311856242x
紧急抢租宽街华人一品1室 火,宽街华人一品,116.411572,39.933079,1,2900.0,1,,2274829764x
全新升级公寓出租，家具家电齐全拎包入住个人直租,乐乎城市青年社区,116.464464,39.865181,1,2900.0,1,经纪人,2316773792x
石榴园北里带电梯一居 ;精装修;距离地铁500米,石榴园北里,116.417875,39.847876,1,3300.0,1,,2285469183x
【 全源】玉泉路地铁五一小学南 青塔东里整租一居家电家具全齐 看房随时,青塔东里,116.270521,39.893822,1,3200.0,2,北京我爱我家房地产经纪有限公司,2085829225x
双桥地铁站5分钟，滨水东漫城集中供暖全齐 3200看房随时,滨水动漫城,116.581158,39.908683,1,3200.0,2,北京好来屋房地产经纪有限公司,2276203285x
金隅自由筑 2室1厅1卫 loft 不一样的格局 随时看房,自由筑,116.699301,39.875403,1,2800.0,1,,2192262645x
【真实价格 诚心出租】大兴亦庄国融国际1居随时可看 急租,国融国际,116.501782,39.801476,1,3000.0,3,爱屋吉屋,2304959694x
康营现在有一居室了 经济实惠 屋内干净温馨 拎包入住,康营家园,116.542489,40.03547,1,3300.0,1,北京世杰佳园房地产经纪有限公司,2180463359x
一居室出租只需2800,鸿博家园,116.473153,39.829755,1,2800.0,1,,2012132721x
为你而选为你为家 二楼位置坐南朝北,望都家园,116.41901,40.115844,1,3000.0,3,北京链家房地产经纪有限公司,2305240161x
茶贸精装公寓 干净清爽 家电齐全 首次出租 临近地铁7号线,茶贸国际中心,116.329574,39.882526,1,3300.0,1,北京康居易房地产经纪有限公司,2319382400x
为你而选为你为家 果园地铁房！精装开间！带电梯！随时看!,巴克摩界,116.641160,39.888010,1,2900.0,1,北京链家房地产经纪有限公司,2307675131x
茶贸国际中心 临近地铁 随时看房 家具齐全 可注册,茶贸国际中心,116.329574,39.882526,1,2900.0,1,北京康居易房地产经纪有限公司,2296413165x
马连道茶贸中心 大开间 可办公 可居住 拎包入住,茶贸国际中心,116.329574,39.882526,1,3000.0,1,北京康居易房地产经纪有限公司,2319362327x
【 全源】绿地启航国际 紧邻地铁 精装好房租金月付0押金,绿地启航国际,116.31417,39.690714,1,3200.0,3,北京我爱我家房地产经纪有限公司,2312484391x
可月付荣京丽都 精装全齐 拎包入住 随时看房 紧邻地铁,荣京丽都,116.511335,39.794439,1,2800.0,1,北京和睦房地产经纪有限公司,2327633663x
【 全源】科学园大主卧 采光好 周边配套齐 紧邻地铁 拎包入住,科学院小区,116.32163,39.980211,1,2800.0,1,北京我爱我家房地产经纪有限公司,2304586614x
【朝阳北路;6号线草房站;住欣嘉园;温馨的家】欢迎看房,住欣嘉园,116.610515,39.923336,1,2900.0,1,北京永辉我家房地产经纪有限公司,2277159023x
青塔西路大成路 青塔秀园永定路南精装一居室超高性价比 随时看,青塔秀园,116.262775,39.892543,1,3200.0,1,北京相见缘房地产中介有限公司,2329409336x
首次出租一居室【前泥洼小区】十号线泥洼站沿线、超低价出租！！,前泥洼二区,116.30242,39.855281,1,3300.0,1,北京京诚友家房地产经纪有限公司,2300918973x
大观园 右内西街 南菜园 实验小学 精装两居室 随时入住,右内西街甲10号院,116.359867,39.871578,1,3300.0,1,北京美廷房地产经纪有限公司,2309111830x
【中润置家】永旺家园精装开间 直达上地 西二旗 软件园 百度,永旺嘉园,116.250485,40.065370,1,3300.0,1,北京中润置家房地产经纪有限公司,2302466688x
可月付，荣京东街地铁旁，荣京丽都【真实图片，全齐开间】低价出,荣京丽都,116.511335,39.794439,1,2800.0,1,北京和睦房地产经纪有限公司,2305597819x
地铁四号线 枣园 首次出租 家电家具全齐【一居】随时入住,枣园尚城,116.327286,39.755066,1,3000.0,1,,2300968500x
东亚三环 温馨一室 豪华装修 家电全齐 紧邻地铁10号线,东亚三环中心,116.371767,39.83702,1,3000.0,1,北京幸福家房地产经纪有限公司,2298399540x
看图在做决定高碑店地铁一居精装3300.真实照片,高碑店5号院,116.5306,39.90612,1,3300.0,1,北京佳诚鑫居房地产经纪有限公司,2285626761x
康营房子降价啦 精装一居 地铁14 15 号线附近,康营家园,116.542489,40.03547,1,2900.0,1,北京世杰佳园房地产经纪有限公司,2180463458x
常营地铁6号线常营站、富丽阳光精装一居3000月,富丽阳光,116.605464,39.926304,1,3000.0,1,,2304384645x
临近洋桥博爱医院马家堡西里一居室 家电齐全 采光好 随时看房,马家堡西里,116.374168,39.852835,1,3100.0,1,北京中天置地房地产经纪有限公司,2277760162x
双桥地铁站5分钟，水岸双桥 滨水东漫城集中供暖 3100,水岸双桥,116.578965,39.908315,1,3100.0,5,北京好来屋房地产经纪有限公司,2295886069x
南新园一居室紧邻北工大地铁14号线 黄金楼层地段 安家的首选,南新园,116.477242,39.870464,1,3300.0,1,北京中天置地房地产经纪有限公司,2287413872x
马家堡 7克拉 地铁10号线 高档公寓 拎包入住 看房方便,7克拉,116.385346,39.839382,1,3200.0,1,北京幸福家房地产经纪有限公司,2299188183x
免 果园城铁零距离 精装一居室仅2800家具全齐拎包住,雅丽世居,116.644267,39.896324,1,2800.0,1,北京大诚置地房地产经纪有限公司,2285859132x
黄村镇理想家园1居 精装齐全 格局方正 随时看房 拎包入住,理想家园,116.341398,39.783282,1,2800.0,1,北京鑫驰亿家房地产经纪有限公司,2319502106x
【 全源】28.0平米 一个有美，艺术和生活，唯独没有压力的居住地,荣丰2008,116.336616,39.894695,1,3200.0,1,北京我爱我家房地产经纪有限公司,2218316135x
为你而选为你为家 生活交通方便+精装修,古韵新居,116.675503,39.928819,1,3000.0,1,北京链家房地产经纪有限公司,2278983069x
【 全源】永泰园 主卧独卫 家电齐全 可押一付一 紧邻8号地铁,永泰园新地标,116.348646,40.034290,1,2900.0,2,北京我爱我家房地产经纪有限公司,2313901445x
别挑了 就这套适合你 1室南北通透,鸿博家园六区,116.475814,39.826753,1,2900.0,1,,2321056136x
首次出租 全北京一家公园里的酒店式公寓 拎包入住 月付 全包,青年公寓,116.654579,39.936464,1,3300.0,2,北京鼎盛世纪房地产经纪有限公司,2324611730x
两广路沿线 低楼层两居室 紧邻万达广场,北机家属院,116.636819,39.891151,1,2800.0,1,北京链家房地产经纪有限公司,2254444829x
【 全源】西二环 达官营地铁 北200米 精装修 黄金楼层,荣丰2008,116.336616,39.894695,1,2800.0,1,北京我爱我家房地产经纪有限公司,2270988892x
私房店长重点推荐！校场口小五条1室家具电器齐全非常干净,校场口小五条,116.371591,39.892879,1,2850.0,2,北京安家房地产经纪有限公司,2309489914x
枣园地铁 首邑上城 出租精品一居 随时看,首邑上城,116.334313,39.756906,1,3000.0,1,爱屋吉屋,2329560479x
一居室开间出租，远离合租房，独立卫浴家电齐全拎包入住个人,上地东里,116.314677,40.032365,1,3100.0,1,经纪人,2268915382x
双桥地铁站5分钟，水岸双桥 滨水东漫城集中供暖 3000,水岸双桥,116.578965,39.908315,1,3000.0,1,北京好来屋房地产经纪有限公司,2255373429x
